restaurant_name,area,parking_id,hour,day_of_week,is_weekend,occupied_slots,total_slots,occupancy_rate,is_peak_hour
Soul City,lavelle road,474,17,5,1,160,228,0.701754386,1
Silicon Spicy Bite & Sip,electronic city,1865,16,0,0,223,291,0.766323024,0
Kachori Kafe,hsr,336,23,6,1,15,201,0.074626866,0
Chandrika Tiffins,whitefield,2326,21,5,1,45,140,0.321428571,0
Sattvam Bakes,malleshwaram,1156,3,6,1,188,296,0.635135135,0
Imperial Restaurant,frazer town,1606,21,3,0,67,154,0.435064935,0
Dakshin,lavelle road,1066,9,2,0,20,163,0.122699387,1
Cake House - Story Cafe,kammanahalli,992,7,6,1,202,249,0.81124498,1
Ajwa Thalassery Biryani,bellandur,2131,18,4,0,71,231,0.307359307,1
Burma Burma,indiranagar,2129,16,4,0,69,132,0.522727273,0
That Garage Cafe,bellandur,2237,4,2,0,163,195,0.835897436,0
King Burger Cafeteria,indiranagar,623,22,4,0,17,192,0.088541667,0
Kitchen Online,brookefield,465,8,5,1,206,240,0.858333333,1
Bazaar - Zone By The Park,electronic city,152,7,6,1,85,185,0.459459459,1
Advika Briyani Center,jp nagar,258,17,3,0,46,191,0.240837696,1
SFC Kabab Corner,electronic city,1951,6,4,0,22,95,0.231578947,0
Canopy Flavours,hsr,656,7,6,1,73,222,0.328828829,1
Shiva Sai Andhra Hotel,koramangala 4th block,2057,16,1,0,43,166,0.259036145,0
Izakaya Gastro Pub,whitefield,2473,0,5,1,87,115,0.756521739,0
Maa'r Rannaghor,bannerghatta road,1253,4,3,0,53,252,0.21031746,0
Library Bar - The Leela Palace,indiranagar,2390,13,1,0,82,188,0.436170213,0
Boho,"byresandra,tavarekere,madiwala",1802,1,5,1,16,296,0.054054054,0
Avon Bar & Kitchen,"byresandra,tavarekere,madiwala",1981,12,5,1,94,164,0.573170732,0
Grapevine,"byresandra,tavarekere,madiwala",2316,11,5,1,71,231,0.307359307,0
Brewsky,jayanagar,401,16,2,0,59,108,0.546296296,0
Kobe Sizzlers,kalyan nagar,679,6,0,0,150,233,0.643776824,0
Biryani Mane,marathahalli,1281,8,4,0,11,296,0.037162162,1
Burger King,bellandur,1302,5,5,1,77,152,0.506578947,0
BDBD Banashri Davangere Benne Dose Hotel,rajajinagar,2635,18,4,0,20,233,0.08583691,1
Bang - The Ritz-Carlton,lavelle road,599,22,3,0,139,218,0.637614679,0
I Cool,bannerghatta road,667,18,6,1,159,194,0.819587629,1
Hyderabadi Biryaani Hub,electronic city,739,18,2,0,196,264,0.742424242,1
Venus Bake Point,indiranagar,624,23,4,0,78,86,0.906976744,0
Vinny's,church street,2045,4,1,0,68,98,0.693877551,0
Food Court,lavelle road,1503,14,6,1,85,226,0.376106195,0
Urban Bakes & Cafe,kalyan nagar,1435,18,3,0,101,137,0.737226277,1
Rajesh Restaurant,"byresandra,tavarekere,madiwala",2011,18,6,1,114,224,0.508928571,1
Le ChÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©ri,brigade road,1841,16,6,1,136,141,0.964539007,0
Talk Over Table Cafe,hsr,840,23,6,1,210,295,0.711864407,0
Parika Multicuisine Restaurant,basavanagudi,2650,9,5,1,121,256,0.47265625,1
Upahara Darshini,banashankari,1578,17,2,0,144,263,0.547528517,1
Amigos Kitchen,kalyan nagar,1496,7,6,1,180,265,0.679245283,1
Turquoise,bannerghatta road,2652,11,5,1,45,296,0.152027027,0
Eden Park,brigade road,2201,16,0,0,117,278,0.420863309,0
An Egg Story,kalyan nagar,2474,1,5,1,52,86,0.604651163,0
Flavors of India,old airport road,2748,11,2,0,39,80,0.4875,0
Restro Cafe,bannerghatta road,368,7,1,0,141,185,0.762162162,1
Sweet Alley,brookefield,1606,21,3,0,67,154,0.435064935,0
SkyDeck By Sherlock's,brigade road,1187,10,0,0,171,262,0.652671756,1
HungerLoft,"byresandra,tavarekere,madiwala",1270,21,3,0,164,228,0.719298246,0
Samosa Corner,bellandur,2715,2,1,0,243,244,0.995901639,0
Gusto's Pizza,sarjapur road,2477,4,5,1,87,115,0.756521739,0
Indian Paratha Factory,jayanagar,1047,14,1,0,52,205,0.253658537,0
Kesar Restaurant,bannerghatta road,1225,0,2,0,183,212,0.863207547,0
Twist N Roll,new bel road,1927,6,3,0,59,84,0.702380952,0
Bowls & Combos Co.,indiranagar,938,1,4,0,125,279,0.448028674,0
Take 5,indiranagar,490,9,6,1,132,194,0.680412371,1
Smooth,kalyan nagar,1988,19,5,1,131,255,0.51372549,1
The Kim Chi Chef,whitefield,2258,1,3,0,89,159,0.559748428,0
Hotel Sakti Saravana,electronic city,2518,21,6,1,90,283,0.318021201,0
Take EAT Easy,bellandur,2224,15,1,0,93,187,0.497326203,0
Baker Ree,frazer town,630,5,5,1,102,177,0.576271186,0
Melt,"byresandra,tavarekere,madiwala",1185,8,0,0,190,219,0.867579909,1
Delhiz Taste,kalyan nagar,1644,11,5,1,160,220,0.727272727,0
Urban Grills Restaurant,whitefield,1163,10,6,1,73,277,0.263537906,1
Dilli Darbar,brookefield,2129,16,4,0,69,132,0.522727273,0
Cane Crussh,"byresandra,tavarekere,madiwala",1706,1,1,0,22,94,0.234042553,0
Handi Biryani,brookefield,2253,20,2,0,70,222,0.315315315,1
Bhartiya Jalpan,lavelle road,848,7,0,0,75,195,0.384615385,1
Sufi Restaurant & Cafe,kalyan nagar,1602,17,3,0,37,73,0.506849315,1
Venessa,"byresandra,tavarekere,madiwala",147,2,6,1,164,279,0.58781362,0
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© S,koramangala 4th block,416,7,3,0,49,183,0.267759563,1
South Saviruchi,new bel road,159,14,6,1,43,134,0.320895522,0
New Kudla Family Resturant,brigade road,2064,23,1,0,22,103,0.213592233,0
Konfection Konnection,frazer town,184,15,0,0,53,241,0.219917012,0
The Wok Shop,brigade road,252,11,3,0,201,251,0.800796813,0
Cafe D'hide,"byresandra,tavarekere,madiwala",1876,3,1,0,44,141,0.312056738,0
Delly Belly,koramangala 4th block,1440,23,3,0,120,216,0.555555556,0
Ulavacharu,"byresandra,tavarekere,madiwala",1456,15,4,0,33,119,0.277310924,0
Green Pepper,indiranagar,800,7,5,1,139,228,0.609649123,1
Sri Lakshmi Kabab Center,banashankari,965,4,5,1,104,202,0.514851485,0
Nikhil's Food Court,brookefield,1719,14,1,0,18,155,0.116129032,0
Hotel Reddy Bhavan,"byresandra,tavarekere,madiwala",1352,7,0,0,19,184,0.10326087,1
Eagles Pizza,"byresandra,tavarekere,madiwala",2247,14,2,0,118,215,0.548837209,0
Driven Cafe,brigade road,1173,20,6,1,147,291,0.505154639,1
Spicy Andhra,bellandur,1501,12,6,1,28,170,0.164705882,0
Durga Sagar,basavanagudi,1217,16,1,0,56,142,0.394366197,0
MealBox Inc.,marathahalli,1105,0,4,0,97,284,0.341549296,0
Joon Restaurant,bannerghatta road,2028,11,0,0,166,294,0.56462585,0
Melting Spot,indiranagar,1286,13,4,0,191,198,0.964646465,0
The Grill House,kalyan nagar,1361,16,0,0,86,135,0.637037037,0
Delisias,brigade road,968,7,5,1,182,235,0.774468085,1
Fresh Bites,"byresandra,tavarekere,madiwala",1065,8,2,0,164,290,0.565517241,1
Waffle Talesz,bellandur,2092,3,3,0,202,223,0.905829596,0
Srikrishna Bhavan,banashankari,871,6,1,0,119,274,0.434306569,0
Lakshmi Bhog Sweets and Snacks,old airport road,2019,2,0,0,18,295,0.061016949,0
Peppa Zzing,brigade road,2419,18,2,0,186,259,0.718146718,1
Bearys Restaurant,frazer town,778,9,4,0,115,205,0.56097561,1
Sandesh Sweets & Chats,electronic city,2186,1,0,0,89,176,0.505681818,0
The Irish House,bellandur,2112,23,3,0,29,165,0.175757576,0
Anjappar,jayanagar,2640,23,4,0,82,138,0.594202899,0
Pizza Da Dhaba,bannerghatta road,1271,22,3,0,176,198,0.888888889,0
Sukh Sagar,kalyan nagar,1767,14,3,0,128,298,0.429530201,0
Hotel Jai Jaganath,marathahalli,1608,23,3,0,143,185,0.772972973,0
Aami Bangali,"byresandra,tavarekere,madiwala",2362,9,0,0,146,256,0.5703125,1
Mikusu - Conrad Bengaluru,brigade road,1979,10,5,1,102,187,0.545454545,1
Cafe 22,residency road,964,3,5,1,162,294,0.551020408,0
The Big Spoon,brookefield,2645,4,5,1,62,217,0.285714286,0
Supreme Biryani,bellandur,1820,19,5,1,214,231,0.926406926,1
Al-Bek,"byresandra,tavarekere,madiwala",236,19,2,0,27,288,0.09375,1
Strawberry Moon,lavelle road,1833,8,6,1,135,279,0.483870968,1
Delicious Ice Cream Parlour,indiranagar,952,15,4,0,191,230,0.830434783,0
Kavya Sagar,brigade road,2556,11,1,0,93,209,0.444976077,0
Nagli Veg & Non Veg,indiranagar,1129,0,5,1,32,125,0.256,0
Ascharya Hotel,basavanagudi,1262,13,3,0,39,297,0.131313131,0
Thalis Of India,bellandur,1310,13,5,1,31,64,0.484375,0
Grandma's Recipe,sarjapur road,2011,18,6,1,114,224,0.508928571,1
Silbatti,hsr,778,9,4,0,115,205,0.56097561,1
Samaikya,"byresandra,tavarekere,madiwala",442,9,4,0,117,172,0.680232558,1
My Space - WelcomeHotel Bengaluru,brigade road,1378,9,1,0,86,150,0.573333333,1
Shyam's Lunch Box,whitefield,2185,0,0,0,35,58,0.603448276,0
Chef's Gallery,bellandur,1104,23,3,0,62,286,0.216783217,0
Savera Cafe,lavelle road,2561,16,1,0,57,180,0.316666667,0
LIT Gastro Pub,jayanagar,2533,12,0,0,25,102,0.245098039,0
Kolkata Restaurant,basavanagudi,1013,4,0,0,117,153,0.764705882,0
New Khaayaal's Restaurant,old airport road,2103,14,3,0,18,71,0.253521127,0
Two States,"byresandra,tavarekere,madiwala",353,16,0,0,67,237,0.282700422,0
Pepperwood 2,hsr,1538,1,1,0,245,255,0.960784314,0
Cottage Loaf,kalyan nagar,1930,9,3,0,88,218,0.403669725,1
RRoyal Rajasthan,sarjapur road,2678,13,6,1,53,193,0.274611399,0
Roll Magic Fast Food,banashankari,128,7,5,1,247,260,0.95,1
Hyderabad Chefs,brookefield,2343,14,6,1,180,198,0.909090909,0
Food Zone,brookefield,2267,10,3,0,88,256,0.34375,1
Harvest Market,sarjapur road,1285,12,4,0,181,182,0.994505495,0
Italia - The Park Bangalore,brigade road,746,1,3,0,26,83,0.313253012,0
Scoops N Smiles,malleshwaram,2518,21,6,1,90,283,0.318021201,0
Tiamo - Conrad Bengaluru,indiranagar,2223,14,1,0,114,253,0.450592885,0
NEW SUNRISE RESTAURANTS,jayanagar,1566,5,2,0,112,205,0.546341463,0
Talk Ease,brigade road,2603,10,3,0,19,179,0.106145251,1
Mithai Time,brookefield,2656,15,5,1,23,81,0.283950617,0
Arabian Bites,basavanagudi,962,1,5,1,38,273,0.139194139,0
Urban Grills Restaurant,whitefield,2079,14,2,0,191,282,0.677304965,0
Pizza Mane,banashankari,2546,1,1,0,132,227,0.581497797,0
Sweet Tooth - Do you have one?,whitefield,310,21,5,1,74,230,0.32173913,0
Indian Dhaba,"byresandra,tavarekere,madiwala",602,1,4,0,164,233,0.703862661,0
HIGH SKY,whitefield,2780,19,3,0,62,223,0.278026906,1
Swathi Deluxe,bellandur,416,7,3,0,49,183,0.267759563,1
Lassi Bistro,marathahalli,263,22,3,0,102,170,0.6,0
Davanagere Benne Dose Hut,banashankari,2024,7,0,0,223,288,0.774305556,1
Big Bite,rajajinagar,1582,21,2,0,100,271,0.36900369,0
I-Scoop Cafe,"byresandra,tavarekere,madiwala",1231,6,2,0,39,255,0.152941176,0
Dosa Time,bellandur,2358,5,0,0,105,273,0.384615385,0
Ooty Chocolates,bellandur,1144,15,5,1,39,164,0.237804878,0
Masala Kitchen,lavelle road,759,14,3,0,13,299,0.043478261,0
Orchard Fresh,brookefield,1662,5,6,1,134,207,0.647342995,0
Swathi Spice n Ice,hsr,1940,19,3,0,56,207,0.270531401,1
VT Sindhur Veg,brigade road,1181,4,0,0,61,85,0.717647059,0
Gold Bean,hsr,2499,2,6,1,22,223,0.098654709,0
A.M New Punjab Food Corner,"byresandra,tavarekere,madiwala",946,9,4,0,40,153,0.261437908,1
Ketty's Corner,new bel road,2208,23,0,0,87,238,0.365546218,0
Sri Ruchi Restuarant,kalyan nagar,1159,6,6,1,56,155,0.361290323,0
Shilpa Veg,brigade road,1795,18,4,0,44,126,0.349206349,1
Matsya Lunch Home,malleshwaram,396,11,2,0,70,268,0.26119403,0
The Food Factory,hsr,2674,9,6,1,47,298,0.157718121,1
Planet I Bar,rajajinagar,1370,1,1,0,141,218,0.646788991,0
Gulp The Pulp,"byresandra,tavarekere,madiwala",469,12,5,1,131,190,0.689473684,0
Bun World,malleshwaram,220,3,2,0,55,224,0.245535714,0
The Waverly Express,whitefield,902,13,2,0,160,167,0.958083832,0
Soham Bombay Masti Magic,kammanahalli,634,9,5,1,167,213,0.784037559,1
Chullah Bhatti,bellandur,931,18,3,0,63,78,0.807692308,1
Namak,kalyan nagar,1940,19,3,0,56,207,0.270531401,1
Stir Fry,brigade road,861,20,0,0,24,80,0.3,1
Chamrajpet Kabab Junction,basavanagudi,2383,6,1,0,51,220,0.231818182,0
Magic Oven,electronic city,644,19,5,1,46,177,0.259887006,1
Milkyway Ice Creams,bellandur,2032,15,0,0,27,88,0.306818182,0
Choco Allure,indiranagar,2228,19,1,0,67,129,0.519379845,1
Bearys Restaurant,frazer town,2487,14,5,1,77,197,0.390862944,0
Tease Whitefield,whitefield,145,0,6,1,175,190,0.921052632,0
Lassi Berg,bannerghatta road,2342,13,6,1,185,236,0.783898305,0
Mane Holige,basavanagudi,1687,6,0,0,18,59,0.305084746,0
Bunny Bakers,"byresandra,tavarekere,madiwala",1910,13,2,0,125,182,0.686813187,0
La Estranger Cafe,hsr,1281,8,4,0,11,296,0.037162162,1
The Studio Bar,malleshwaram,609,8,4,0,128,163,0.785276074,1
Quench & Crunch,basavanagudi,2479,6,5,1,170,231,0.735930736,0
Promac Foods,residency road,1817,16,5,1,26,237,0.109704641,0
Juicy & Spicy,bannerghatta road,1189,12,0,0,154,219,0.703196347,0
Navya Andhra Style Restaurant,"byresandra,tavarekere,madiwala",1910,13,2,0,125,182,0.686813187,0
The Chennai Express,indiranagar,346,9,0,0,22,114,0.192982456,1
Advika Briyani Center,jp nagar,1104,23,3,0,62,286,0.216783217,0
Hype - Shangri-La Hotel,lavelle road,1648,15,5,1,191,206,0.927184466,0
Sai Donne Biryani,old airport road,2015,22,6,1,206,227,0.907488987,0
Vijayalakshmi Veg,malleshwaram,231,14,2,0,117,176,0.664772727,0
Kitchen Aroma,brookefield,1077,20,2,0,179,204,0.87745098,1
Priya's Punjabi,brigade road,1307,10,5,1,107,268,0.399253731,1
Hype - Shangri-La Hotel,lavelle road,931,18,3,0,63,78,0.807692308,1
Kebarbiq,koramangala 4th block,2493,20,5,1,39,258,0.151162791,1
Breezy Cow Bar,marathahalli,2360,7,0,0,71,209,0.339712919,1
Davanagere Butter Dosa Hotel,rajajinagar,2245,12,2,0,216,288,0.75,0
Aroma Fine Dine,koramangala 4th block,432,23,3,0,33,117,0.282051282,0
Hotel Mangala,banashankari,2543,22,0,0,27,287,0.094076655,0
DS Juice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Grill,hsr,1929,8,3,0,88,199,0.442211055,1
Madurai Idly Dosai Centre,kalyan nagar,2525,4,0,0,55,256,0.21484375,0
BOX8- Desi Meals,jayanagar,2634,17,4,0,60,230,0.260869565,1
Fusion Panda,brookefield,626,1,5,1,217,281,0.772241993,0
FRYBIES,bannerghatta road,2268,11,3,0,76,256,0.296875,0
Breadworks,indiranagar,659,10,6,1,64,94,0.680851064,1
Jhanhavi Restaurant,brookefield,1239,14,2,0,45,140,0.321428571,0
Ice Berg,kalyan nagar,395,10,2,0,161,241,0.668049793,1
Third Wave Coffee Roasters @ The Bohemian House,lavelle road,151,6,6,1,193,239,0.807531381,0
Atte Maneya Oota,lavelle road,812,19,5,1,51,232,0.219827586,1
Sri Saravana Bhavan,"byresandra,tavarekere,madiwala",1531,18,0,0,37,169,0.218934911,1
Smoke - The Sizzler House,marathahalli,1257,8,3,0,28,171,0.16374269,1
Biryani Bazar,indiranagar,1424,7,3,0,27,150,0.18,1
Oggarne,jayanagar,785,16,4,0,49,204,0.240196078,0
Kesar Restaurant,bannerghatta road,274,9,4,0,20,180,0.111111111,1
Sha-e-Darbar,malleshwaram,1707,2,1,0,13,117,0.111111111,0
Pingara,"byresandra,tavarekere,madiwala",2519,22,6,1,57,258,0.220930233,0
Mr Gola,bannerghatta road,2091,2,3,0,223,230,0.969565217,0
Sabari Juice Junction,indiranagar,141,20,5,1,225,286,0.786713287,1
The Taj Hotel,basavanagudi,1316,19,5,1,34,73,0.465753425,1
Parrattha Ssinghh,bellandur,2023,6,0,0,73,225,0.324444444,0
Over The Top Terrace Lounge,"byresandra,tavarekere,madiwala",2286,5,4,0,70,71,0.985915493,0
Mayura 1989,rajajinagar,2771,10,3,0,28,254,0.11023622,1
Nevermind - Bar & Social,old airport road,1992,23,5,1,26,295,0.088135593,0
Chicken County Restaurant,bannerghatta road,2165,4,6,1,123,299,0.411371237,0
Freeze It,basavanagudi,806,13,5,1,37,206,0.17961165,0
Temptation,brookefield,1920,23,2,0,104,162,0.641975309,0
Pecos Mojo,kalyan nagar,1984,15,5,1,44,250,0.176,0
Cake Delights,bellandur,1208,7,1,0,36,231,0.155844156,1
Khai Khai,"byresandra,tavarekere,madiwala",1679,22,6,1,97,108,0.898148148,0
Halli Mane Badoota Hotel,electronic city,1374,5,1,0,54,107,0.504672897,0
Tanna's Kitchen,banashankari,933,20,3,0,53,202,0.262376238,1
SHAIK's DYNASTY,kalyan nagar,660,11,6,1,38,110,0.345454545,0
Mynt - The Taj West End,church street,2795,10,4,0,132,168,0.785714286,1
Taste of Assam,"byresandra,tavarekere,madiwala",1108,3,4,0,22,258,0.085271318,0
Niice Cream,"byresandra,tavarekere,madiwala",360,23,0,0,14,268,0.052238806,0
Envy,electronic city,594,17,3,0,85,175,0.485714286,1
Rishi's Paratha Plaza,malleshwaram,2145,8,5,1,121,145,0.834482759,1
Ruchi Sagar,electronic city,537,8,1,0,39,200,0.195,1
Motis Kitchen,indiranagar,1524,11,0,0,47,138,0.34057971,0
Ambur Biriyani,indiranagar,1224,23,1,0,57,143,0.398601399,0
Blue Tokai Coffee Roasters,"byresandra,tavarekere,madiwala",904,15,2,0,118,187,0.631016043,0
The London Shakes,koramangala 4th block,54,5,2,0,21,69,0.304347826,0
Kulkarni's New Uttara Karnataka Food Speciality Stores,bannerghatta road,1589,4,3,0,30,231,0.12987013,0
Dil Se Dilli,brookefield,425,16,3,0,37,175,0.211428571,0
Thanishka Nati And Karavali Style,banashankari,1382,13,1,0,69,228,0.302631579,0
Harry's Bar + Cafe,"byresandra,tavarekere,madiwala",1700,19,0,0,29,207,0.140096618,1
Cafe Udupi Ruchi,rajajinagar,1598,13,3,0,110,270,0.407407407,0
Bhookha Sher,old airport road,2596,3,3,0,149,215,0.693023256,0
Jai Bhawani,lavelle road,460,3,5,1,107,152,0.703947368,0
Chaat Street,koramangala 5th block,1397,4,2,0,19,198,0.095959596,0
i-Bar - The Park Bangalore,brigade road,1385,16,1,0,80,175,0.457142857,0
Mou Tushi Family Restaurant,brookefield,2351,22,6,1,129,135,0.955555556,0
Cold Fusion,brookefield,2752,15,2,0,96,280,0.342857143,0
Kofabell,marathahalli,1766,13,3,0,115,274,0.419708029,0
Tasty Yum,bellandur,1993,0,6,1,89,176,0.505681818,0
Entree cafe,electronic city,1141,12,5,1,23,183,0.12568306,0
The Brewing Bean,bellandur,2065,0,2,0,193,205,0.941463415,0
Andhra Spice,bellandur,866,1,1,0,134,215,0.623255814,0
Mangalore Pearl,banashankari,2729,16,1,0,208,234,0.888888889,0
Biryani Spot,"byresandra,tavarekere,madiwala",1880,7,1,0,113,244,0.463114754,1
Meghana Grand,brookefield,1293,20,4,0,175,291,0.60137457,1
Nalukettu,kalyan nagar,693,20,0,0,47,270,0.174074074,1
Green Gardenia,banashankari,1334,13,6,1,169,297,0.569023569,0
Adyar Anand Bhavan Sweets,electronic city,2752,15,2,0,96,280,0.342857143,0
Gowdaaa Mane Oota,bellandur,1695,14,0,0,108,172,0.627906977,0
Lazy Suzy,indiranagar,567,14,2,0,182,274,0.664233577,0
Ganesh Darshini,rajajinagar,78,5,3,0,174,223,0.780269058,0
Hyderabad Express,jayanagar,2674,9,6,1,47,298,0.157718121,1
Vande Matharam,malleshwaram,2278,21,3,0,67,133,0.503759398,0
Cafe China,kalyan nagar,158,13,6,1,34,88,0.386363636,0
Mughal Treat,bellandur,1092,11,3,0,77,127,0.606299213,0
Navami Kitchen,kalyan nagar,2416,15,2,0,163,204,0.799019608,0
Bharatkhana,brookefield,940,3,4,0,113,133,0.84962406,0
Spotlight - The Golden Tulip,electronic city,1840,15,6,1,35,128,0.2734375,0
9 Bowls,hsr,468,11,5,1,193,276,0.699275362,0
Guru Paradise,bannerghatta road,1584,23,2,0,100,216,0.462962963,0
Dr. Sheesha,jayanagar,1805,4,5,1,58,287,0.202090592,0
Chaiwala,"byresandra,tavarekere,madiwala",1742,13,2,0,73,122,0.598360656,0
Ilyazsab Shawarma Cafe,"byresandra,tavarekere,madiwala",236,19,2,0,27,288,0.09375,1
Shree Mandarathi Grand,banashankari,2548,3,1,0,126,157,0.802547771,0
Eden Huts Dhaba,electronic city,465,8,5,1,206,240,0.858333333,1
Flavour A Azam,electronic city,465,8,5,1,206,240,0.858333333,1
Seven Spices - Manipal County,electronic city,2647,6,5,1,19,192,0.098958333,0
Namma Biriyani,"byresandra,tavarekere,madiwala",467,10,5,1,143,174,0.82183908,1
Amar Kolkata,indiranagar,1536,23,0,0,55,121,0.454545455,0
S S Popular Frozen Stone,bellandur,220,3,2,0,55,224,0.245535714,0
Delish Chinese Fast Food,kalyan nagar,1372,3,1,0,94,190,0.494736842,0
Hara Fine Dine,banashankari,827,10,6,1,36,224,0.160714286,1
Indian Food,brookefield,235,18,2,0,100,196,0.510204082,1
Jai Bhawani,lavelle road,1393,0,2,0,122,297,0.410774411,0
Khazana Food Paradise,brigade road,1405,12,2,0,59,251,0.235059761,0
7 Degrees North,hsr,1216,15,1,0,108,138,0.782608696,0
Tiffanys,brigade road,1909,12,2,0,12,145,0.082758621,0
Taaza Thindi,banashankari,2784,23,3,0,121,267,0.453183521,0
Bangarpet Chat Express,banashankari,2718,5,1,0,84,286,0.293706294,0
Roti Ghar Ki,brookefield,1805,4,5,1,58,287,0.202090592,0
Taste Of Kolkata,bannerghatta road,2049,8,1,0,115,290,0.396551724,1
Dessert Rose,banashankari,2663,22,5,1,59,131,0.450381679,0
Star Briyani,electronic city,785,16,4,0,49,204,0.240196078,0
Hotel Moonlight,malleshwaram,1960,15,4,0,107,134,0.798507463,0
DinePost9,bellandur,1626,17,4,0,134,226,0.592920354,1
Midnight Express,"byresandra,tavarekere,madiwala",1655,22,5,1,89,197,0.45177665,0
MRS Paradise,basavanagudi,805,12,5,1,175,267,0.655430712,0
Frootality,indiranagar,1752,23,2,0,98,219,0.447488584,0
Srushti Coffee,rajajinagar,878,13,1,0,137,186,0.73655914,0
Andhra Ghumaghumalu,brookefield,1495,6,6,1,60,181,0.331491713,0
New Oottupura Restaurant,malleshwaram,1574,13,2,0,56,99,0.565656566,0
A M Biryani Hotel,bannerghatta road,1231,6,2,0,39,255,0.152941176,0
Alibi - Maya International Hotel,brigade road,1495,6,6,1,60,181,0.331491713,0
Aarti Paratha & Rolls Corner,new bel road,150,5,6,1,153,162,0.944444444,0
More Than Chocolates,"byresandra,tavarekere,madiwala",108,11,4,0,124,265,0.467924528,0
Dilli Darbar,brookefield,2574,5,2,0,18,241,0.074688797,0
Aditya Sweets,brookefield,1133,4,5,1,66,67,0.985074627,0
E Foods Regalia,electronic city,98,1,4,0,26,141,0.184397163,0
Spicy World,bannerghatta road,2096,7,3,0,61,195,0.312820513,1
Refills Eatery And Beverages,"byresandra,tavarekere,madiwala",429,20,3,0,40,273,0.146520147,1
The Three Dragons,electronic city,1128,23,4,0,182,298,0.610738255,0
Hotel Coorg Style,jp nagar,1452,11,4,0,163,218,0.747706422,0
Ali Snacks Point,malleshwaram,441,8,4,0,80,102,0.784313725,1
Spice Cove - I.V Sanctum,lavelle road,2568,23,1,0,140,285,0.49122807,0
